Transaction_ID,Date,Year,Month_Num,Month_Name,Quarter,Product_ID,Product_Name,Category,Customer_ID,Customer_Name,Region,Segment,Salesperson_ID,Salesperson_Name,Units_Sold,Unit_Price,Gross_Revenue,Discount,Net_Revenue,COGS,Gross_Profit,GP_Margin_Pct
TXN-1593,2022-06-06,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,20,460.48,9209.6,0.0,9209.6,4420.61,4788.99,52.0
TXN-1594,2022-06-06,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,16,98.94,1583.04,0.0,1583.04,664.88,918.16,58.0
TXN-1595,2022-06-07,2022,6,June,Q2,P009,Webcam HD,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,10,81.65,816.5,40.83,775.67,359.26,416.41,53.68
TXN-1596,2022-06-07,2022,6,June,Q2,P003,Office Chair,Furniture,C009,Iota Ltd,West,SMB,S04,Fatima Noor,6,332.79,1996.74,0.0,1996.74,1098.21,898.53,45.0
TXN-1597,2022-06-08,2022,6,June,Q2,P004,Standing Desk,Furniture,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,2,661.47,1322.94,0.0,1322.94,767.31,555.63,42.0
TXN-1598,2022-06-08,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,17,442.58,7523.86,0.0,7523.86,3611.45,3912.41,52.0
TXN-1599,2022-06-09,2022,6,June,Q2,P004,Standing Desk,Furniture,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,20,614.65,12293.0,614.65,11678.35,7129.94,4548.41,38.95
TXN-1600,2022-06-09,2022,6,June,Q2,P010,Headset Pro,Electronics,C009,Iota Ltd,West,SMB,S04,Fatima Noor,12,140.98,1691.76,0.0,1691.76,778.21,913.55,54.0
TXN-1601,2022-06-10,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,2,425.73,851.46,85.15,766.31,408.7,357.61,46.67
TXN-1602,2022-06-10,2022,6,June,Q2,P004,Standing Desk,Furniture,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,7,597.09,4179.63,208.98,3970.65,2424.19,1546.46,38.95
TXN-1603,2022-06-11,2022,6,June,Q2,P001,Laptop Pro 15,Electronics,C011,Lambda Services,North,SMB,S01,Ali Raza,16,1279.01,20464.16,0.0,20464.16,10641.36,9822.8,48.0
TXN-1604,2022-06-11,2022,6,June,Q2,P010,Headset Pro,Electronics,C001,Alpha Corp,North,Enterprise,S01,Ali Raza,9,151.58,1364.22,0.0,1364.22,627.54,736.68,54.0
TXN-1605,2022-06-11,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,12,447.05,5364.6,0.0,5364.6,2575.01,2789.59,52.0
TXN-1606,2022-06-11,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,19,88.96,1690.24,169.02,1521.22,709.9,811.32,53.33
TXN-1607,2022-06-11,2022,6,June,Q2,P006,Accounting Software,Software,C009,Iota Ltd,West,SMB,S04,Fatima Noor,10,307.82,3078.2,153.91,2924.29,615.64,2308.65,78.95
TXN-1608,2022-06-11,2022,6,June,Q2,P002,Wireless Mouse,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,11,37.02,407.22,0.0,407.22,162.89,244.33,60.0
TXN-1609,2022-06-12,2022,6,June,Q2,P004,Standing Desk,Furniture,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,2,650.3,1300.6,130.06,1170.54,754.35,416.19,35.56
TXN-1610,2022-06-12,2022,6,June,Q2,P007,ERP License,Software,C011,Lambda Services,North,SMB,S06,Zara Sheikh,5,1863.73,9318.65,465.93,8852.72,1677.36,7175.36,81.05
TXN-1611,2022-06-12,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,13,441.96,5745.48,0.0,5745.48,2757.83,2987.65,52.0
TXN-1612,2022-06-12,2022,6,June,Q2,P010,Headset Pro,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,11,154.4,1698.4,0.0,1698.4,781.26,917.14,54.0
TXN-1613,2022-06-13,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C011,Lambda Services,North,SMB,S06,Zara Sheikh,17,91.96,1563.32,0.0,1563.32,656.59,906.73,58.0
TXN-1614,2022-06-13,2022,6,June,Q2,P009,Webcam HD,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,4,78.63,314.52,0.0,314.52,138.39,176.13,56.0
TXN-1615,2022-06-13,2022,6,June,Q2,P009,Webcam HD,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,3,75.49,226.47,0.0,226.47,99.65,126.82,56.0
TXN-1616,2022-06-13,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,12,432.76,5193.12,0.0,5193.12,2492.7,2700.42,52.0
TXN-1617,2022-06-13,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,2,100.57,201.14,20.11,181.03,84.48,96.55,53.33
TXN-1618,2022-06-13,2022,6,June,Q2,P010,Headset Pro,Electronics,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,16,158.28,2532.48,253.25,2279.23,1164.94,1114.29,48.89
TXN-1619,2022-06-14,2022,6,June,Q2,P007,ERP License,Software,C009,Iota Ltd,West,SMB,S04,Fatima Noor,14,1671.57,23401.98,0.0,23401.98,4212.36,19189.62,82.0
TXN-1620,2022-06-14,2022,6,June,Q2,P003,Office Chair,Furniture,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,14,377.28,5281.92,264.1,5017.82,2905.06,2112.76,42.11
TXN-1621,2022-06-15,2022,6,June,Q2,P006,Accounting Software,Software,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,3,298.41,895.23,0.0,895.23,179.05,716.18,80.0
TXN-1622,2022-06-15,2022,6,June,Q2,P006,Accounting Software,Software,C011,Lambda Services,North,SMB,S01,Ali Raza,1,296.71,296.71,0.0,296.71,59.34,237.37,80.0
TXN-1623,2022-06-15,2022,6,June,Q2,P003,Office Chair,Furniture,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,16,365.97,5855.52,0.0,5855.52,3220.54,2634.98,45.0
TXN-1624,2022-06-16,2022,6,June,Q2,P010,Headset Pro,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,13,147.31,1915.03,95.75,1819.28,880.91,938.37,51.58
TXN-1625,2022-06-16,2022,6,June,Q2,P007,ERP License,Software,C001,Alpha Corp,North,Enterprise,S01,Ali Raza,18,1713.43,30841.74,0.0,30841.74,5551.51,25290.23,82.0
TXN-1626,2022-06-16,2022,6,June,Q2,P001,Laptop Pro 15,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,1,1233.94,1233.94,0.0,1233.94,641.65,592.29,48.0
TXN-1627,2022-06-17,2022,6,June,Q2,P006,Accounting Software,Software,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,4,293.43,1173.72,117.37,1056.35,234.74,821.61,77.78
TXN-1628,2022-06-17,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,2,435.47,870.94,0.0,870.94,418.05,452.89,52.0
TXN-1629,2022-06-17,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,14,100.9,1412.6,0.0,1412.6,593.29,819.31,58.0
TXN-1630,2022-06-18,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,6,101.81,610.86,30.54,580.32,256.56,323.76,55.79
TXN-1631,2022-06-18,2022,6,June,Q2,P001,Laptop Pro 15,Electronics,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,5,1144.55,5722.75,0.0,5722.75,2975.83,2746.92,48.0
TXN-1632,2022-06-18,2022,6,June,Q2,P010,Headset Pro,Electronics,C009,Iota Ltd,West,SMB,S04,Fatima Noor,4,145.82,583.28,0.0,583.28,268.31,314.97,54.0
TXN-1633,2022-06-18,2022,6,June,Q2,P007,ERP License,Software,C011,Lambda Services,North,SMB,S06,Zara Sheikh,18,1835.46,33038.28,3303.83,29734.45,5946.89,23787.56,80.0
TXN-1634,2022-06-19,2022,6,June,Q2,P002,Wireless Mouse,Electronics,C011,Lambda Services,North,SMB,S01,Ali Raza,2,36.06,72.12,3.61,68.51,28.85,39.66,57.89
TXN-1635,2022-06-19,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,18,91.24,1642.32,0.0,1642.32,689.77,952.55,58.0
TXN-1636,2022-06-20,2022,6,June,Q2,P001,Laptop Pro 15,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,4,1231.2,4924.8,0.0,4924.8,2560.9,2363.9,48.0
TXN-1637,2022-06-20,2022,6,June,Q2,P010,Headset Pro,Electronics,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,14,156.88,2196.32,0.0,2196.32,1010.31,1186.01,54.0
TXN-1638,2022-06-20,2022,6,June,Q2,P009,Webcam HD,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,10,74.12,741.2,0.0,741.2,326.13,415.07,56.0
TXN-1639,2022-06-21,2022,6,June,Q2,P004,Standing Desk,Furniture,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,9,652.88,5875.92,0.0,5875.92,3408.03,2467.89,42.0
TXN-1640,2022-06-21,2022,6,June,Q2,P006,Accounting Software,Software,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,10,282.75,2827.5,282.75,2544.75,565.5,1979.25,77.78
TXN-1641,2022-06-21,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,11,90.96,1000.56,0.0,1000.56,420.24,580.32,58.0
TXN-1642,2022-06-21,2022,6,June,Q2,P002,Wireless Mouse,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,5,37.52,187.6,18.76,168.84,75.04,93.8,55.56
TXN-1643,2022-06-21,2022,6,June,Q2,P002,Wireless Mouse,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,9,35.81,322.29,16.11,306.18,128.92,177.26,57.89
TXN-1644,2022-06-22,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,4,472.55,1890.2,0.0,1890.2,907.3,982.9,52.0
TXN-1645,2022-06-22,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,14,467.17,6540.38,0.0,6540.38,3139.38,3401.0,52.0
TXN-1646,2022-06-22,2022,6,June,Q2,P001,Laptop Pro 15,Electronics,C001,Alpha Corp,North,Enterprise,S01,Ali Raza,6,1167.1,7002.6,350.13,6652.47,3641.35,3011.12,45.26
TXN-1647,2022-06-22,2022,6,June,Q2,P010,Headset Pro,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,12,156.51,1878.12,0.0,1878.12,863.94,1014.18,54.0
TXN-1648,2022-06-23,2022,6,June,Q2,P007,ERP License,Software,C007,Eta Retail,South,SMB,S02,Sara Khan,9,1896.68,17070.12,853.51,16216.61,3072.62,13143.99,81.05
TXN-1649,2022-06-23,2022,6,June,Q2,P007,ERP License,Software,C011,Lambda Services,North,SMB,S01,Ali Raza,4,1694.16,6776.64,0.0,6776.64,1219.8,5556.84,82.0
TXN-1650,2022-06-24,2022,6,June,Q2,P002,Wireless Mouse,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,19,36.0,684.0,0.0,684.0,273.6,410.4,60.0
TXN-1651,2022-06-24,2022,6,June,Q2,P010,Headset Pro,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,20,137.77,2755.4,0.0,2755.4,1267.48,1487.92,54.0
TXN-1652,2022-06-24,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,14,94.1,1317.4,0.0,1317.4,553.31,764.09,58.0
TXN-1653,2022-06-25,2022,6,June,Q2,P006,Accounting Software,Software,C001,Alpha Corp,North,Enterprise,S01,Ali Raza,11,299.91,3299.01,329.9,2969.11,659.8,2309.31,77.78
TXN-1654,2022-06-25,2022,6,June,Q2,P002,Wireless Mouse,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,16,34.14,546.24,27.31,518.93,218.5,300.43,57.89
TXN-1655,2022-06-25,2022,6,June,Q2,P003,Office Chair,Furniture,C009,Iota Ltd,West,SMB,S04,Fatima Noor,1,358.03,358.03,0.0,358.03,196.92,161.11,45.0
TXN-1656,2022-06-25,2022,6,June,Q2,P009,Webcam HD,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,6,73.63,441.78,22.09,419.69,194.38,225.31,53.68
TXN-1657,2022-06-26,2022,6,June,Q2,P004,Standing Desk,Furniture,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,2,620.69,1241.38,124.14,1117.24,720.0,397.24,35.56
TXN-1658,2022-06-26,2022,6,June,Q2,P007,ERP License,Software,C007,Eta Retail,South,SMB,S02,Sara Khan,3,1788.22,5364.66,536.47,4828.19,965.64,3862.55,80.0
TXN-1659,2022-06-26,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,15,92.2,1383.0,69.15,1313.85,580.86,732.99,55.79
TXN-1660,2022-06-26,2022,6,June,Q2,P001,Laptop Pro 15,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,14,1110.88,15552.32,1555.23,13997.09,8087.21,5909.88,42.22
TXN-1661,2022-06-27,2022,6,June,Q2,P002,Wireless Mouse,Electronics,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,17,35.35,600.95,30.05,570.9,240.38,330.52,57.89
TXN-1662,2022-06-27,2022,6,June,Q2,P006,Accounting Software,Software,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,8,315.47,2523.76,0.0,2523.76,504.75,2019.01,80.0
TXN-1663,2022-06-28,2022,6,June,Q2,P010,Headset Pro,Electronics,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,12,154.15,1849.8,0.0,1849.8,850.91,998.89,54.0
TXN-1664,2022-06-28,2022,6,June,Q2,P002,Wireless Mouse,Electronics,C011,Lambda Services,North,SMB,S01,Ali Raza,1,34.11,34.11,0.0,34.11,13.64,20.47,60.01
TXN-1665,2022-06-28,2022,6,June,Q2,P009,Webcam HD,Electronics,C009,Iota Ltd,West,SMB,S04,Fatima Noor,4,73.26,293.04,0.0,293.04,128.94,164.1,56.0
TXN-1666,2022-06-28,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,4,91.27,365.08,0.0,365.08,153.33,211.75,58.0
TXN-1667,2022-06-28,2022,6,June,Q2,P004,Standing Desk,Furniture,C002,Beta Industries,South,SMB,S02,Sara Khan,7,615.74,4310.18,0.0,4310.18,2499.9,1810.28,42.0
TXN-1668,2022-06-28,2022,6,June,Q2,P006,Accounting Software,Software,C002,Beta Industries,South,SMB,S02,Sara Khan,2,319.41,638.82,63.88,574.94,127.76,447.18,77.78
TXN-1669,2022-06-29,2022,6,June,Q2,P008,Mechanical Keyboard,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,16,87.47,1399.52,0.0,1399.52,587.8,811.72,58.0
TXN-1670,2022-06-29,2022,6,June,Q2,P009,Webcam HD,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,17,82.55,1403.35,0.0,1403.35,617.47,785.88,56.0
TXN-1671,2022-06-30,2022,6,June,Q2,P003,Office Chair,Furniture,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,4,343.69,1374.76,137.48,1237.28,756.12,481.16,38.89
TXN-1672,2022-06-30,2022,6,June,Q2,P010,Headset Pro,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,14,160.43,2246.02,0.0,2246.02,1033.17,1212.85,54.0
TXN-1673,2022-06-30,2022,6,June,Q2,P005,Monitor 27inch,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,10,446.6,4466.0,0.0,4466.0,2143.68,2322.32,52.0
TXN-1674,2022-06-30,2022,6,June,Q2,P003,Office Chair,Furniture,C007,Eta Retail,South,SMB,S02,Sara Khan,18,370.2,6663.6,666.36,5997.24,3664.98,2332.26,38.89
TXN-1675,2022-06-30,2022,6,June,Q2,P004,Standing Desk,Furniture,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,20,641.27,12825.4,0.0,12825.4,7438.73,5386.67,42.0
TXN-1676,2022-06-30,2022,6,June,Q2,P003,Office Chair,Furniture,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,17,352.38,5990.46,0.0,5990.46,3294.75,2695.71,45.0
TXN-1677,2022-07-01,2022,7,July,Q3,P006,Accounting Software,Software,C009,Iota Ltd,West,SMB,S04,Fatima Noor,19,302.38,5745.22,287.26,5457.96,1149.04,4308.92,78.95
TXN-1678,2022-07-01,2022,7,July,Q3,P009,Webcam HD,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,1,79.29,79.29,0.0,79.29,34.89,44.4,56.0
TXN-1679,2022-07-02,2022,7,July,Q3,P003,Office Chair,Furniture,C001,Alpha Corp,North,Enterprise,S01,Ali Raza,7,336.95,2358.65,0.0,2358.65,1297.26,1061.39,45.0
TXN-1680,2022-07-02,2022,7,July,Q3,P005,Monitor 27inch,Electronics,C011,Lambda Services,North,SMB,S06,Zara Sheikh,5,474.44,2372.2,0.0,2372.2,1138.66,1233.54,52.0
TXN-1681,2022-07-02,2022,7,July,Q3,P004,Standing Desk,Furniture,C009,Iota Ltd,West,SMB,S04,Fatima Noor,12,651.15,7813.8,0.0,7813.8,4532.0,3281.8,42.0
TXN-1682,2022-07-02,2022,7,July,Q3,P010,Headset Pro,Electronics,C011,Lambda Services,North,SMB,S01,Ali Raza,18,146.35,2634.3,263.43,2370.87,1211.78,1159.09,48.89
TXN-1683,2022-07-02,2022,7,July,Q3,P005,Monitor 27inch,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,13,441.9,5744.7,0.0,5744.7,2757.46,2987.24,52.0
TXN-1684,2022-07-03,2022,7,July,Q3,P001,Laptop Pro 15,Electronics,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,7,1223.15,8562.05,428.1,8133.95,4452.27,3681.68,45.26
TXN-1685,2022-07-03,2022,7,July,Q3,P004,Standing Desk,Furniture,C011,Lambda Services,North,SMB,S06,Zara Sheikh,19,624.62,11867.78,1186.78,10681.0,6883.31,3797.69,35.56
TXN-1686,2022-07-03,2022,7,July,Q3,P004,Standing Desk,Furniture,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,10,614.92,6149.2,0.0,6149.2,3566.54,2582.66,42.0
TXN-1687,2022-07-03,2022,7,July,Q3,P003,Office Chair,Furniture,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,13,324.28,4215.64,0.0,4215.64,2318.6,1897.04,45.0
TXN-1688,2022-07-03,2022,7,July,Q3,P009,Webcam HD,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,6,80.06,480.36,0.0,480.36,211.36,269.0,56.0
TXN-1689,2022-07-03,2022,7,July,Q3,P001,Laptop Pro 15,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,5,1111.67,5558.35,0.0,5558.35,2890.34,2668.01,48.0
TXN-1690,2022-07-04,2022,7,July,Q3,P001,Laptop Pro 15,Electronics,C011,Lambda Services,North,SMB,S06,Zara Sheikh,16,1255.66,20090.56,2009.06,18081.5,10447.09,7634.41,42.22
TXN-1691,2022-07-04,2022,7,July,Q3,P006,Accounting Software,Software,C002,Beta Industries,South,SMB,S02,Sara Khan,17,285.6,4855.2,0.0,4855.2,971.04,3884.16,80.0
TXN-1692,2022-07-04,2022,7,July,Q3,P009,Webcam HD,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,14,79.54,1113.56,55.68,1057.88,489.97,567.91,53.68
TXN-1693,2022-07-04,2022,7,July,Q3,P002,Wireless Mouse,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,7,35.91,251.37,0.0,251.37,100.55,150.82,60.0
TXN-1694,2022-07-04,2022,7,July,Q3,P006,Accounting Software,Software,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,20,300.46,6009.2,600.92,5408.28,1201.84,4206.44,77.78
TXN-1695,2022-07-04,2022,7,July,Q3,P001,Laptop Pro 15,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,15,1150.15,17252.25,1725.23,15527.02,8971.17,6555.85,42.22
TXN-1696,2022-07-05,2022,7,July,Q3,P004,Standing Desk,Furniture,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,13,661.26,8596.38,0.0,8596.38,4985.9,3610.48,42.0
TXN-1697,2022-07-05,2022,7,July,Q3,P007,ERP License,Software,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,1,1918.46,1918.46,0.0,1918.46,345.32,1573.14,82.0
TXN-1698,2022-07-05,2022,7,July,Q3,P009,Webcam HD,Electronics,C009,Iota Ltd,West,SMB,S04,Fatima Noor,16,73.23,1171.68,0.0,1171.68,515.54,656.14,56.0
TXN-1699,2022-07-05,2022,7,July,Q3,P006,Accounting Software,Software,C009,Iota Ltd,West,SMB,S04,Fatima Noor,4,283.09,1132.36,113.24,1019.12,226.47,792.65,77.78
TXN-1700,2022-07-05,2022,7,July,Q3,P009,Webcam HD,Electronics,C001,Alpha Corp,North,Enterprise,S01,Ali Raza,7,81.15,568.05,0.0,568.05,249.94,318.11,56.0
TXN-1701,2022-07-05,2022,7,July,Q3,P007,ERP License,Software,C002,Beta Industries,South,SMB,S02,Sara Khan,18,1894.68,34104.24,1705.21,32399.03,6138.76,26260.27,81.05
TXN-1702,2022-07-06,2022,7,July,Q3,P003,Office Chair,Furniture,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,11,324.12,3565.32,0.0,3565.32,1960.93,1604.39,45.0
TXN-1703,2022-07-06,2022,7,July,Q3,P001,Laptop Pro 15,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,18,1117.52,20115.36,0.0,20115.36,10459.99,9655.37,48.0
TXN-1704,2022-07-07,2022,7,July,Q3,P007,ERP License,Software,C007,Eta Retail,South,SMB,S02,Sara Khan,13,1780.71,23149.23,0.0,23149.23,4166.86,18982.37,82.0
TXN-1705,2022-07-07,2022,7,July,Q3,P007,ERP License,Software,C011,Lambda Services,North,SMB,S01,Ali Raza,18,1657.7,29838.6,2983.86,26854.74,5370.95,21483.79,80.0
TXN-1706,2022-07-07,2022,7,July,Q3,P002,Wireless Mouse,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,3,34.2,102.6,10.26,92.34,41.04,51.3,55.56
TXN-1707,2022-07-07,2022,7,July,Q3,P002,Wireless Mouse,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,20,32.68,653.6,32.68,620.92,261.44,359.48,57.89
TXN-1708,2022-07-08,2022,7,July,Q3,P007,ERP License,Software,C011,Lambda Services,North,SMB,S01,Ali Raza,16,1701.02,27216.32,0.0,27216.32,4898.94,22317.38,82.0
TXN-1709,2022-07-08,2022,7,July,Q3,P003,Office Chair,Furniture,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,18,338.52,6093.36,0.0,6093.36,3351.35,2742.01,45.0
TXN-1710,2022-07-08,2022,7,July,Q3,P005,Monitor 27inch,Electronics,C011,Lambda Services,North,SMB,S06,Zara Sheikh,1,453.85,453.85,45.39,408.46,217.85,190.61,46.67
TXN-1711,2022-07-08,2022,7,July,Q3,P003,Office Chair,Furniture,C002,Beta Industries,South,SMB,S02,Sara Khan,1,354.07,354.07,17.7,336.37,194.74,141.63,42.11
TXN-1712,2022-07-08,2022,7,July,Q3,P009,Webcam HD,Electronics,C009,Iota Ltd,West,SMB,S04,Fatima Noor,10,75.34,753.4,0.0,753.4,331.5,421.9,56.0
TXN-1713,2022-07-09,2022,7,July,Q3,P007,ERP License,Software,C011,Lambda Services,North,SMB,S01,Ali Raza,6,1708.99,10253.94,1025.39,9228.55,1845.71,7382.84,80.0
TXN-1714,2022-07-09,2022,7,July,Q3,P005,Monitor 27inch,Electronics,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,6,462.31,2773.86,277.39,2496.47,1331.45,1165.02,46.67
TXN-1715,2022-07-09,2022,7,July,Q3,P001,Laptop Pro 15,Electronics,C009,Iota Ltd,West,SMB,S04,Fatima Noor,18,1118.04,20124.72,0.0,20124.72,10464.85,9659.87,48.0
TXN-1716,2022-07-10,2022,7,July,Q3,P002,Wireless Mouse,Electronics,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,11,34.2,376.2,0.0,376.2,150.48,225.72,60.0
TXN-1717,2022-07-10,2022,7,July,Q3,P002,Wireless Mouse,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,7,33.98,237.86,11.89,225.97,95.14,130.83,57.9
TXN-1718,2022-07-10,2022,7,July,Q3,P006,Accounting Software,Software,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,19,282.37,5365.03,536.5,4828.53,1073.01,3755.52,77.78
TXN-1719,2022-07-10,2022,7,July,Q3,P006,Accounting Software,Software,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,6,275.31,1651.86,0.0,1651.86,330.37,1321.49,80.0
TXN-1720,2022-07-11,2022,7,July,Q3,P007,ERP License,Software,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,5,1851.72,9258.6,0.0,9258.6,1666.55,7592.05,82.0
TXN-1721,2022-07-11,2022,7,July,Q3,P008,Mechanical Keyboard,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,12,99.18,1190.16,59.51,1130.65,499.87,630.78,55.79
TXN-1722,2022-07-11,2022,7,July,Q3,P009,Webcam HD,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,20,73.72,1474.4,0.0,1474.4,648.74,825.66,56.0
TXN-1723,2022-07-12,2022,7,July,Q3,P009,Webcam HD,Electronics,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,3,81.87,245.61,0.0,245.61,108.07,137.54,56.0
TXN-1724,2022-07-12,2022,7,July,Q3,P009,Webcam HD,Electronics,C011,Lambda Services,North,SMB,S01,Ali Raza,19,80.0,1520.0,152.0,1368.0,668.8,699.2,51.11
TXN-1725,2022-07-12,2022,7,July,Q3,P004,Standing Desk,Furniture,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,18,659.08,11863.44,1186.34,10677.1,6880.8,3796.3,35.56
TXN-1726,2022-07-13,2022,7,July,Q3,P003,Office Chair,Furniture,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,8,371.92,2975.36,297.54,2677.82,1636.45,1041.37,38.89
TXN-1727,2022-07-13,2022,7,July,Q3,P005,Monitor 27inch,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,17,450.75,7662.75,383.14,7279.61,3678.12,3601.49,49.47
TXN-1728,2022-07-13,2022,7,July,Q3,P006,Accounting Software,Software,C009,Iota Ltd,West,SMB,S04,Fatima Noor,8,315.65,2525.2,252.52,2272.68,505.04,1767.64,77.78
